,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
54,mobileOG_000002353|tnpA|WP_001301408.1|integration/excision|NA|COMPASS|Manual,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4_6 # 4554 # 5249 # 1 # ID=229_6;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.642,100.0,454.0,261,2.269999999999999e-163,232,9,240,1,232,mobileOG_000002353,tnpA,WP_001301408.1,integration/excision,NA,COMPASS,Manual,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4_6, 4554 # 5249 # 1 , 4554,5249,1 ,229_6,229,6,01,ATG,None,None,0.642,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4,mobileOG_000002353_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4
55,mobileOG_000038469|tnpR|WP_000427619.1|integration/excision|NA|Multiple|Homology,ratio6_unmapped_NODE_125_length_3137_cov_3.668722_1-3137_ratio6_unmapped_NODE_125_length_3137_cov_3.668722_5_3 # 598 # 1602 # 1 # ID=232_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.489,99.7,651.0,334,1.969999999999999e-238,335,1,334,1,334,mobileOG_000038469,tnpR,WP_000427619.1,integration/excision,NA,Multiple,Homology,ratio6_unmapped_NODE_125_length_3137_cov_3.668722_1-3137_ratio6_unmapped_NODE_125_length_3137_cov_3.668722_5_3, 598 # 1602 # 1 , 598,1602,1 ,232_3,232,3,00,ATG,GGAG/GAGG,5-10bp,0.489,ratio6_unmapped_NODE_125_length_3137_cov_3.668722_1-3137_ratio6_unmapped_NODE_125_length_3137_cov_3.668722_5,mobileOG_000038469_ratio6_unmapped_NODE_125_length_3137_cov_3.668722_1-3137_ratio6_unmapped_NODE_125_length_3137_cov_3.668722_5
56,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1-2183_ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1_2 # 766 # 2004 # -1 # ID=239_2;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.564,100.0,842.0,412,3.06e-311,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1-2183_ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1_2, 766 # 2004 # -1 , 766,2004,-1 ,239_2,239,2,00,GTG,GGA/GAG/AGG,5-10bp,0.564,ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1-2183_ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1,mobileOG_000025806_ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1-2183_ratio6_unmapped_NODE_214_length_2183_cov_5.744361_1
57,mobileOG_000001795|tnpR|P0ADI2|integration/excision|NA|Multiple|Manual,ratio6_unmapped_NODE_577_length_1178_cov_2.096171_1-1178_ratio6_unmapped_NODE_577_length_1178_cov_2.096171_2_1 # 1 # 249 # 1 # ID=248_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.542,98.8,151.0,83,5.8099999999999995e-49,83,2,83,1,82,mobileOG_000001795,tnpR,P0ADI2,integration/excision,NA,Multiple,Manual,ratio6_unmapped_NODE_577_length_1178_cov_2.096171_1-1178_ratio6_unmapped_NODE_577_length_1178_cov_2.096171_2_1, 1 # 249 # 1 , 1,249,1 ,248_1,248,1,10,Edge,None,None,0.542,ratio6_unmapped_NODE_577_length_1178_cov_2.096171_1-1178_ratio6_unmapped_NODE_577_length_1178_cov_2.096171_2,mobileOG_000001795_ratio6_unmapped_NODE_577_length_1178_cov_2.096171_1-1178_ratio6_unmapped_NODE_577_length_1178_cov_2.096171_2
,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000330413|ecnB|ETJ37164.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio1_NODE_16_length_37803_cov_249.097012_1-9650_ratio1_NODE_16_length_37803_cov_249.097012_7_4 # 2226 # 2372 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.483,100.0,88.2,48,8.370000000000002e-25,49,1,48,1,48,mobileOG_000330413,ecnB,ETJ37164.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio1_NODE_16_length_37803_cov_249.097012_1-9650_ratio1_NODE_16_length_37803_cov_249.097012_7_4, 2226 # 2372 # 1 , 2226,2372,1 ,1_4,1,4,00,ATG,AGGA,5-10bp,0.483,ratio1_NODE_16_length_37803_cov_249.097012_1-9650_ratio1_NODE_16_length_37803_cov_249.097012_7,mobileOG_000330413_ratio1_NODE_16_length_37803_cov_249.097012_1-9650_ratio1_NODE_16_length_37803_cov_249.097012_7
1,mobileOG_000002433|dinI|WP_001217754.1|replication/recombination/repair|NA|Multiple|Manual,ratio1_NODE_17_length_36961_cov_226.906411_4237-15445_ratio1_NODE_17_length_36961_cov_226.906411_13_12 # 8840 # 9085 # 1 # ID=2_12;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.480,100.0,162.0,81,3.9799999999999997e-53,82,1,81,1,81,mobileOG_000002433,dinI,WP_001217754.1,replication/recombination/repair,NA,Multiple,Manual,ratio1_NODE_17_length_36961_cov_226.906411_4237-15445_ratio1_NODE_17_length_36961_cov_226.906411_13_12, 8840 # 9085 # 1 , 8840,9085,1 ,2_12,2,12,00,ATG,AGxAGG/AGGxGG,5-10bp,0.480,ratio1_NODE_17_length_36961_cov_226.906411_4237-15445_ratio1_NODE_17_length_36961_cov_226.906411_13,mobileOG_000002433_ratio1_NODE_17_length_36961_cov_226.906411_4237-15445_ratio1_NODE_17_length_36961_cov_226.906411_13
2,mobileOG_000026107|parE|P20083|replication/recombination/repair|partitioning|Multiple|Manual,ratio1_NODE_27_length_31145_cov_237.122419_22587-31145_ratio1_NODE_27_length_31145_cov_237.122419_29_2 # 390 # 2282 # -1 # ID=4_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.538,100.0,1255.0,630,0.0,631,1,630,1,630,mobileOG_000026107,parE,P20083,replication/recombination/repair,partitioning,Multiple,Manual,ratio1_NODE_27_length_31145_cov_237.122419_22587-31145_ratio1_NODE_27_length_31145_cov_237.122419_29_2, 390 # 2282 # -1 , 390,2282,-1 ,4_2,4,2,00,ATG,None,None,0.538,ratio1_NODE_27_length_31145_cov_237.122419_22587-31145_ratio1_NODE_27_length_31145_cov_237.122419_29,mobileOG_000026107_ratio1_NODE_27_length_31145_cov_237.122419_22587-31145_ratio1_NODE_27_length_31145_cov_237.122419_29
3,mobileOG_000318210|tnpA|WP_086893244.1|integration/excision|NA|Plasmid RefSeq|Homology,ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21_3 # 1660 # 2193 # 1 # ID=10_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.532,100.0,370.0,227,1.2499999999999996e-131,178,51,227,1,177,mobileOG_000318210,tnpA,WP_086893244.1,integration/excision,NA,Plasmid RefSeq,Homology,ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21_3, 1660 # 2193 # 1 , 1660,2193,1 ,10_3,10,3,00,ATG,None,None,0.532,ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21,mobileOG_000318210_ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21
4,mobileOG_000269897|tnpA|WP_129554438.1|integration/excision|NA|IME|Homology,ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21_4 # 2369 # 2689 # 1 # ID=10_4;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.611,99.1,211.0,209,2.9299999999999994e-70,107,104,209,1,106,mobileOG_000269897,tnpA,WP_129554438.1,integration/excision,NA,IME,Homology,ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21_4, 2369 # 2689 # 1 , 2369,2689,1 ,10_4,10,4,00,TTG,None,None,0.611,ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21,mobileOG_000269897_ratio1_NODE_66_length_21716_cov_99.882092_15679-21716_ratio1_NODE_66_length_21716_cov_99.882092_21
5,mobileOG_000059553|NGR_a00240|WP_000125669.1|integration/excision|NA|Multiple|Homology,ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7_3 # 2774 # 4180 # 1 # ID=11_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.509,99.8,922.0,468,0.0,469,1,468,1,468,mobileOG_000059553,NGR_a00240,WP_000125669.1,integration/excision,NA,Multiple,Homology,ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7_3, 2774 # 4180 # 1 , 2774,4180,1 ,11_3,11,3,00,ATG,AGGA,5-10bp,0.509,ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7,mobileOG_000059553_ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7
6,mobileOG_000059551|tnpA|WP_012478345.1|integration/excision|NA|Multiple|Homology,ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7_6 # 6822 # 7745 # -1 # ID=11_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.430,100.0,605.0,307,2.339999999999999e-221,308,1,307,1,307,mobileOG_000059551,tnpA,WP_012478345.1,integration/excision,NA,Multiple,Homology,ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7_6, 6822 # 7745 # -1 , 6822,7745,-1 ,11_6,11,6,00,ATG,GGA/GAG/AGG,5-10bp,0.430,ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7,mobileOG_000059551_ratio1_NODE_73_length_20444_cov_63.911668_2876-14501_ratio1_NODE_73_length_20444_cov_63.911668_7
7,mobileOG_000304542|traG|WP_001297077.1|transfer|conjugation|Plasmid RefSeq|Homology,ratio1_NODE_74_length_20198_cov_227.693045_9672-20198_ratio1_NODE_74_length_20198_cov_227.693045_17_8 # 7420 # 8022 # 1 # ID=12_8;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433,99.5,404.0,200,2.3199999999999994e-145,201,1,200,1,200,mobileOG_000304542,traG,WP_001297077.1,transfer,conjugation,Plasmid RefSeq,Homology,ratio1_NODE_74_length_20198_cov_227.693045_9672-20198_ratio1_NODE_74_length_20198_cov_227.693045_17_8, 7420 # 8022 # 1 , 7420,8022,1 ,12_8,12,8,00,GTG,GGAG/GAGG,5-10bp,0.433,ratio1_NODE_74_length_20198_cov_227.693045_9672-20198_ratio1_NODE_74_length_20198_cov_227.693045_17,mobileOG_000304542_ratio1_NODE_74_length_20198_cov_227.693045_9672-20198_ratio1_NODE_74_length_20198_cov_227.693045_17
8,"mobileOG_000025715|ihfB|WP_002898165.1|integration/excision|regulation,lysis/lysogeny|Plasmid RefSeq|Manual",ratio1_NODE_80_length_18764_cov_244.662729_1-8168_ratio1_NODE_80_length_18764_cov_244.662729_3_5 # 5676 # 5960 # -1 # ID=13_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.491,97.8,187.0,95,8.879999999999998e-63,95,1,93,1,93,mobileOG_000025715,ihfB,WP_002898165.1,integration/excision,"regulation,lysis/lysogeny",Plasmid RefSeq,Manual,ratio1_NODE_80_length_18764_cov_244.662729_1-8168_ratio1_NODE_80_length_18764_cov_244.662729_3_5, 5676 # 5960 # -1 , 5676,5960,-1 ,13_5,13,5,00,ATG,GGAGG,3-4bp,0.491,ratio1_NODE_80_length_18764_cov_244.662729_1-8168_ratio1_NODE_80_length_18764_cov_244.662729_3,mobileOG_000025715_ratio1_NODE_80_length_18764_cov_244.662729_1-8168_ratio1_NODE_80_length_18764_cov_244.662729_3
9,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_NODE_81_length_18390_cov_241.367930_2925-13587_ratio1_NODE_81_length_18390_cov_241.367930_12_4 # 3469 # 3765 # 1 # ID=14_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_NODE_81_length_18390_cov_241.367930_2925-13587_ratio1_NODE_81_length_18390_cov_241.367930_12_4, 3469 # 3765 # 1 , 3469,3765,1 ,14_4,14,4,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio1_NODE_81_length_18390_cov_241.367930_2925-13587_ratio1_NODE_81_length_18390_cov_241.367930_12,mobileOG_000003237_ratio1_NODE_81_length_18390_cov_241.367930_2925-13587_ratio1_NODE_81_length_18390_cov_241.367930_12
10,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_NODE_81_length_18390_cov_241.367930_3986-15143_ratio1_NODE_81_length_18390_cov_241.367930_13_4 # 2408 # 2704 # 1 # ID=15_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_NODE_81_length_18390_cov_241.367930_3986-15143_ratio1_NODE_81_length_18390_cov_241.367930_13_4, 2408 # 2704 # 1 , 2408,2704,1 ,15_4,15,4,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio1_NODE_81_length_18390_cov_241.367930_3986-15143_ratio1_NODE_81_length_18390_cov_241.367930_13,mobileOG_000003237_ratio1_NODE_81_length_18390_cov_241.367930_3986-15143_ratio1_NODE_81_length_18390_cov_241.367930_13
11,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_NODE_81_length_18390_cov_241.367930_5155-18259_ratio1_NODE_81_length_18390_cov_241.367930_14_2 # 1239 # 1535 # 1 # ID=16_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_NODE_81_length_18390_cov_241.367930_5155-18259_ratio1_NODE_81_length_18390_cov_241.367930_14_2, 1239 # 1535 # 1 , 1239,1535,1 ,16_2,16,2,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio1_NODE_81_length_18390_cov_241.367930_5155-18259_ratio1_NODE_81_length_18390_cov_241.367930_14,mobileOG_000003237_ratio1_NODE_81_length_18390_cov_241.367930_5155-18259_ratio1_NODE_81_length_18390_cov_241.367930_14
12,mobileOG_000348339|ygaD|WP_001024559.1|transfer|competence|Plasmid RefSeq|Homology,ratio1_NODE_115_length_14029_cov_209.141978_412-10795_ratio1_NODE_115_length_14029_cov_209.141978_8_1 # 3 # 185 # -1 # ID=17_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.448,98.4,117.0,172,8.09e-35,61,1,61,1,61,mobileOG_000348339,ygaD,WP_001024559.1,transfer,competence,Plasmid RefSeq,Homology,ratio1_NODE_115_length_14029_cov_209.141978_412-10795_ratio1_NODE_115_length_14029_cov_209.141978_8_1, 3 # 185 # -1 , 3,185,-1 ,17_1,17,1,10,GTG,GGA/GAG/AGG,5-10bp,0.448,ratio1_NODE_115_length_14029_cov_209.141978_412-10795_ratio1_NODE_115_length_14029_cov_209.141978_8,mobileOG_000348339_ratio1_NODE_115_length_14029_cov_209.141978_412-10795_ratio1_NODE_115_length_14029_cov_209.141978_8
13,mobileOG_000275522|NA|WP_000089821.1|integration/excision|NA|ISFinder|Homology,ratio1_NODE_137_length_12828_cov_171.701167_1-5278_ratio1_NODE_137_length_12828_cov_171.701167_1_2 # 787 # 1290 # 1 # ID=19_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.542,97.0,338.0,174,5.769999999999998e-120,168,8,174,1,167,mobileOG_000275522,NA,WP_000089821.1,integration/excision,NA,ISFinder,Homology,ratio1_NODE_137_length_12828_cov_171.701167_1-5278_ratio1_NODE_137_length_12828_cov_171.701167_1_2, 787 # 1290 # 1 , 787,1290,1 ,19_2,19,2,00,ATG,None,None,0.542,ratio1_NODE_137_length_12828_cov_171.701167_1-5278_ratio1_NODE_137_length_12828_cov_171.701167_1,mobileOG_000275522_ratio1_NODE_137_length_12828_cov_171.701167_1-5278_ratio1_NODE_137_length_12828_cov_171.701167_1
14,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",ratio1_NODE_179_length_11094_cov_242.485732_1-8075_ratio1_NODE_179_length_11094_cov_242.485732_4_5 # 3256 # 4494 # -1 # ID=25_5;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.566,99.8,840.0,412,1.25e-310,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,ratio1_NODE_179_length_11094_cov_242.485732_1-8075_ratio1_NODE_179_length_11094_cov_242.485732_4_5, 3256 # 4494 # -1 , 3256,4494,-1 ,25_5,25,5,00,GTG,GGA/GAG/AGG,5-10bp,0.566,ratio1_NODE_179_length_11094_cov_242.485732_1-8075_ratio1_NODE_179_length_11094_cov_242.485732_4,mobileOG_000025806_ratio1_NODE_179_length_11094_cov_242.485732_1-8075_ratio1_NODE_179_length_11094_cov_242.485732_4
15,mobileOG_000033487|int|WP_000845039.1|integration/excision|NA|Multiple|Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_5 # 3496 # 4509 # 1 # ID=30_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,100.0,687.0,337,8.179999999999993e-253,338,1,337,1,337,mobileOG_000033487,int,WP_000845039.1,integration/excision,NA,Multiple,Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_5, 3496 # 4509 # 1 , 3496,4509,1 ,30_5,30,5,00,ATG,None,None,0.612,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2,mobileOG_000033487_ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2
16,mobileOG_000001702|tnpM|P04162|integration/excision|NA|Multiple|Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_6 # 4562 # 5062 # 1 # ID=30_6;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.631,99.4,340.0,194,9.579999999999998e-121,167,29,194,1,166,mobileOG_000001702,tnpM,P04162,integration/excision,NA,Multiple,Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_6, 4562 # 5062 # 1 , 4562,5062,1 ,30_6,30,6,00,GTG,GGA/GAG/AGG,5-10bp,0.631,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2,mobileOG_000001702_ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2
17,mobileOG_000001365|tnpR|P04130|integration/excision|NA|Multiple|Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_7 # 5188 # 5748 # 1 # ID=30_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.579,100.0,353.0,186,1.5199999999999997e-125,187,1,186,1,186,mobileOG_000001365,tnpR,P04130,integration/excision,NA,Multiple,Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_7, 5188 # 5748 # 1 , 5188,5748,1 ,30_7,30,7,00,ATG,GGA/GAG/AGG,5-10bp,0.579,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2,mobileOG_000001365_ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2
18,mobileOG_000061115|tnpA|A0A0Q0Z271|integration/excision|NA|COMPASS|Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_8 # 5751 # 6392 # 1 # ID=30_8;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.651,100.0,417.0,271,3.2999999999999993e-149,214,1,214,1,214,mobileOG_000061115,tnpA,A0A0Q0Z271,integration/excision,NA,COMPASS,Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2_8, 5751 # 6392 # 1 , 5751,6392,1 ,30_8,30,8,01,ATG,GGA/GAG/AGG,5-10bp,0.651,ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2,mobileOG_000061115_ratio1_NODE_218_length_10018_cov_68.536184_1-6393_ratio1_NODE_218_length_10018_cov_68.536184_2
19,mobileOG_000033487|int|WP_000845039.1|integration/excision|NA|Multiple|Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_4 # 3496 # 4509 # 1 # ID=31_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,100.0,687.0,337,8.179999999999993e-253,338,1,337,1,337,mobileOG_000033487,int,WP_000845039.1,integration/excision,NA,Multiple,Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_4, 3496 # 4509 # 1 , 3496,4509,1 ,31_4,31,4,00,ATG,None,None,0.612,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3,mobileOG_000033487_ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3
20,mobileOG_000001364|tnpM|P04162|integration/excision|NA|Multiple|Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_5 # 4712 # 5062 # 1 # ID=31_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.635,100.0,250.0,116,4.109999999999999e-87,117,1,116,1,116,mobileOG_000001364,tnpM,P04162,integration/excision,NA,Multiple,Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_5, 4712 # 5062 # 1 , 4712,5062,1 ,31_5,31,5,00,ATG,None,None,0.635,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3,mobileOG_000001364_ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3
21,mobileOG_000001365|tnpR|P04130|integration/excision|NA|Multiple|Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_6 # 5188 # 5748 # 1 # ID=31_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.579,100.0,353.0,186,1.5199999999999997e-125,187,1,186,1,186,mobileOG_000001365,tnpR,P04130,integration/excision,NA,Multiple,Manual,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_6, 5188 # 5748 # 1 , 5188,5748,1 ,31_6,31,6,00,ATG,GGA/GAG/AGG,5-10bp,0.579,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3,mobileOG_000001365_ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3
22,mobileOG_000064204|tnpA|WP_015344976.1|integration/excision|NA|Multiple|Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_7 # 5751 # 7433 # 1 # ID=31_7;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.637,100.0,1093.0,983,0.0,561,1,561,1,561,mobileOG_000064204,tnpA,WP_015344976.1,integration/excision,NA,Multiple,Homology,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3_7, 5751 # 7433 # 1 , 5751,7433,1 ,31_7,31,7,01,ATG,GGA/GAG/AGG,5-10bp,0.637,ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3,mobileOG_000064204_ratio1_NODE_218_length_10018_cov_68.536184_1-7434_ratio1_NODE_218_length_10018_cov_68.536184_3
