cds,sample,ref,ARG,mobility,size,cluster
P2005_unmapped_NODE_725_length_1658_cov_8.009981_2,P2005,unmapped,gb|ABG91835.1|ARO:3002860|dfrA17,not known,1657,Cluster 15116
P2005_unmapped_NODE_730_length_1645_cov_30.003774_1,P2005,unmapped,gb|AAC74149.2|ARO:3001216|mdtH,not known,1644,Cluster 7289
P2005_unmapped_NODE_738_length_1627_cov_7.577608_1,P2005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,1626,Cluster 6531
P2005_unmapped_NODE_738_length_1627_cov_7.577608_2,P2005,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,1626,Cluster 8677
P2005_unmapped_NODE_81_length_7611_cov_31.877316_7,P2005,unmapped,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,7296,Cluster 13947
P2005_unmapped_NODE_834_length_1443_cov_8.815562_1,P2005,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,1442,Cluster 13862
P2005_unmapped_NODE_834_length_1443_cov_8.815562_2,P2005,unmapped,gb|BAB36671.1|ARO:3000832|evgA,not known,1442,Cluster 14294
P2005_unmapped_NODE_842_length_1427_cov_21.346210_2,P2005,unmapped,gb|ABX72042.1|ARO:3002727|QnrB13,not known,1426,Cluster 13180
P2005_unmapped_NODE_963_length_1284_cov_5.943857_1,P2005,unmapped,gb|BAB35162.1|ARO:3000676|H-NS,not known,1283,Cluster 16560
P2005_unmapped_NODE_980_length_1258_cov_10.527847_1,P2005,unmapped,gb|BAA11236.1|ARO:3000206|emrK,not known,1257,Cluster 8102
P2005_unmapped_NODE_980_length_1258_cov_10.527847_3,P2005,unmapped,gb|BAA11237.1|ARO:3000254|emrY,not known,1257,Cluster 13186
P2009_Esch_coli_BLK9_NODE_108_length_10075_cov_74.336627_10,P2009,Esch_coli_BLK9,gb|AAC74149.2|ARO:3001216|mdtH,mobile,8847,Cluster 6528
P2009_Esch_coli_BLK9_NODE_124_length_8715_cov_87.115820_7,P2009,Esch_coli_BLK9,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,5788,Cluster 13201
P2009_Esch_coli_BLK9_NODE_134_length_7671_cov_72.967700_5,P2009,Esch_coli_BLK9,gb|AAC75271.1|ARO:3003952|YojI,mobile,7670,Cluster 3950
P2009_Esch_coli_BLK9_NODE_16_length_40230_cov_109.660809_25,P2009,Esch_coli_BLK9,gb|WP_063610930.1|ARO:3006876|EC-15,mobile,11166,Cluster 8131
P2009_Esch_coli_BLK9_NODE_163_length_5298_cov_96.187107_1,P2009,Esch_coli_BLK9,gb|BAA16547.1|ARO:3000027|emrA,non-mobile,5067,Cluster 7750
P2009_Esch_coli_BLK9_NODE_163_length_5298_cov_96.187107_2,P2009,Esch_coli_BLK9,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,5297,Cluster 4501
P2009_Esch_coli_BLK9_NODE_17_length_38552_cov_106.530639_10,P2009,Esch_coli_BLK9,gb|AAC76296.1|ARO:3000656|AcrS,mobile,10662,Cluster 13489
P2009_Esch_coli_BLK9_NODE_17_length_38552_cov_106.530639_8,P2009,Esch_coli_BLK9,gb|AAC76298.1|ARO:3000502|AcrF,mobile,13104,Cluster 1740
P2009_Esch_coli_BLK9_NODE_17_length_38552_cov_106.530639_9,P2009,Esch_coli_BLK9,gb|AAC76297.1|ARO:3000499|AcrE,mobile,11157,Cluster 8672
P2009_Esch_coli_BLK9_NODE_189_length_3862_cov_54.443131_6,P2009,Esch_coli_BLK9,gb|BAA15221.2|ARO:3000263|marA,not known,3861,Cluster 18691
P2009_Esch_coli_BLK9_NODE_19_length_37752_cov_81.822267_23,P2009,Esch_coli_BLK9,gb|AAC75429.1|ARO:3000833|evgS,non-mobile,13593,Cluster 0
P2009_Esch_coli_BLK9_NODE_19_length_37752_cov_81.822267_24,P2009,Esch_coli_BLK9,gb|BAB36671.1|ARO:3000832|evgA,non-mobile,10614,Cluster 14263
P2009_Esch_coli_BLK9_NODE_19_length_37752_cov_81.822267_25,P2009,Esch_coli_BLK9,gb|BAA11236.1|ARO:3000206|emrK,non-mobile,11163,Cluster 8588
P2009_Esch_coli_BLK9_NODE_19_length_37752_cov_81.822267_26,P2009,Esch_coli_BLK9,gb|BAA11237.1|ARO:3000254|emrY,non-mobile,10602,Cluster 4482
P2009_Esch_coli_BLK9_NODE_21_length_34744_cov_95.985038_17,P2009,Esch_coli_BLK9,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7581
P2009_Esch_coli_BLK9_NODE_21_length_34744_cov_95.985038_18,P2009,Esch_coli_BLK9,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,13149,Cluster 318
P2009_Esch_coli_BLK9_NODE_216_length_3085_cov_86.203630_4,P2009,Esch_coli_BLK9,gb|AAC75731.1|ARO:3000516|emrR,not known,3084,Cluster 15398
P2009_Esch_coli_BLK9_NODE_220_length_3037_cov_64.003018_5,P2009,Esch_coli_BLK9,gb|ACN32294.1|ARO:3000237|TolC,not known,3036,Cluster 4917
P2009_Esch_coli_BLK9_NODE_242_length_2533_cov_75.144875_3,P2009,Esch_coli_BLK9,gb|BAB38260.1|ARO:3000830|cpxA,mobile,2532,Cluster 31023
P2009_Esch_coli_BLK9_NODE_290_length_1939_cov_49.138535_1,P2009,Esch_coli_BLK9,gb|BAB38260.1|ARO:3000830|cpxA,not known,1938,Cluster 10212
P2009_Esch_coli_BLK9_NODE_31_length_32295_cov_89.695099_16,P2009,Esch_coli_BLK9,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3328
P2009_Esch_coli_BLK9_NODE_4_length_64617_cov_109.518014_20,P2009,Esch_coli_BLK9,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,10632,Cluster 13943
P2009_Esch_coli_BLK9_NODE_40_length_27058_cov_92.573825_11,P2009,Esch_coli_BLK9,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,13113,Cluster 1341
P2009_Esch_coli_BLK9_NODE_43_length_24003_cov_82.617171_20,P2009,Esch_coli_BLK9,gb|BAB35162.1|ARO:3000676|H-NS,non-mobile,6878,Cluster 16560
P2009_Esch_coli_BLK9_NODE_524_length_703_cov_18.774691_1,P2009,Esch_coli_BLK9,gb|AAC75089.1|ARO:3003577|ugd,not known,702,Cluster 17820
P2009_Esch_coli_BLK9_NODE_55_length_20074_cov_78.245117_20,P2009,Esch_coli_BLK9,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,8584,Cluster 6256
P2009_Esch_coli_BLK9_NODE_650_length_387_cov_12.554217_1,P2009,Esch_coli_BLK9,gb|BAA16547.1|ARO:3000027|emrA,not known,386,Cluster 18801
P2009_Esch_coli_BLK9_NODE_678_length_344_cov_24.768166_1,P2009,Esch_coli_BLK9,gb|AAC76093.1|ARO:3002986|bacA,not known,343,Cluster 11544
P2009_Esch_coli_BLK9_NODE_7_length_54929_cov_92.214710_5,P2009,Esch_coli_BLK9,gb|AAC75314.1|ARO:3003578|PmrF,non-mobile,9860,Cluster 10235
P2009_Esch_coli_BLK9_NODE_70_length_15391_cov_90.934794_3,P2009,Esch_coli_BLK9,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,7946,Cluster 12680
P2009_Esch_coli_BLK9_NODE_70_length_15391_cov_90.934794_4,P2009,Esch_coli_BLK9,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,9346,Cluster 5493
P2009_Esch_coli_BLK9_NODE_70_length_15391_cov_90.934794_6,P2009,Esch_coli_BLK9,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,13077,Cluster 2089
P2009_Esch_coli_BLK9_NODE_70_length_15391_cov_90.934794_7,P2009,Esch_coli_BLK9,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,11553,Cluster 793
P2009_Esch_coli_BLK9_NODE_70_length_15391_cov_90.934794_8,P2009,Esch_coli_BLK9,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,8431,Cluster 5903
P2009_Esch_coli_BLK9_NODE_721_length_299_cov_10.225410_1,P2009,Esch_coli_BLK9,gb|AAC75089.1|ARO:3003577|ugd,not known,298,Cluster 8171
P2009_Esch_coli_BLK9_NODE_76_length_14594_cov_80.677213_14,P2009,Esch_coli_BLK9,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,8370,Cluster 6838
P2009_Esch_coli_BLK9_NODE_760_length_272_cov_10.552995_1,P2009,Esch_coli_BLK9,gb|BAA16547.1|ARO:3000027|emrA,not known,271,Cluster 31291
P2009_Esch_coli_BLK9_NODE_790_length_255_cov_1.155000_1,P2009,Esch_coli_BLK9,gb|BAA16547.1|ARO:3000027|emrA,not known,254,Cluster 25689
P2009_Esch_coli_BLK9_NODE_792_length_254_cov_1.648241_1,P2009,Esch_coli_BLK9,gb|BAB38260.1|ARO:3000830|cpxA,not known,253,Cluster 25690
P2009_Esch_coli_BLK9_NODE_8_length_51590_cov_99.545998_13,P2009,Esch_coli_BLK9,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,11157,Cluster 8678
P2009_Esch_coli_BLK9_NODE_8_length_51590_cov_99.545998_14,P2009,Esch_coli_BLK9,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,13113,Cluster 953
P2009_Esch_coli_BLK9_NODE_8_length_51590_cov_99.545998_16,P2009,Esch_coli_BLK9,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,10728,Cluster 12482
P2009_Esch_coli_BLK9_NODE_8_length_51590_cov_99.545998_17,P2009,Esch_coli_BLK9,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,10824,Cluster 11055
P2009_Esch_coli_BLK9_NODE_90_length_12579_cov_104.524194_5,P2009,Esch_coli_BLK9,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,9617,Cluster 3749
P2009_Esch_coli_BLK9_NODE_98_length_11169_cov_104.682203_3,P2009,Esch_coli_BLK9,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,7994,Cluster 9704
P2009_Esch_coli_BLK9_NODE_98_length_11169_cov_104.682203_4,P2009,Esch_coli_BLK9,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,10045,Cluster 2950
P2009_Esch_coli_BLK9_NODE_98_length_11169_cov_104.682203_5,P2009,Esch_coli_BLK9,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,11126,Cluster 5118
P2009_Esch_coli_EC6563_NODE_1_length_120703_cov_111.886256_82,P2009,Esch_coli_EC6563,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,10632,Cluster 13943
P2009_Esch_coli_EC6563_NODE_102_length_11660_cov_77.776389_11,P2009,Esch_coli_EC6563,gb|BAB35162.1|ARO:3000676|H-NS,non-mobile,6877,Cluster 16560
P2009_Esch_coli_EC6563_NODE_13_length_39262_cov_90.520698_22,P2009,Esch_coli_EC6563,gb|AAC75271.1|ARO:3003952|YojI,mobile,8766,Cluster 3950
P2009_Esch_coli_EC6563_NODE_134_length_8511_cov_85.975993_6,P2009,Esch_coli_EC6563,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,5788,Cluster 13201
P2009_Esch_coli_EC6563_NODE_139_length_8346_cov_88.394042_3,P2009,Esch_coli_EC6563,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,7691,Cluster 8678
P2009_Esch_coli_EC6563_NODE_139_length_8346_cov_88.394042_4,P2009,Esch_coli_EC6563,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,8345,Cluster 953
P2009_Esch_coli_EC6563_NODE_139_length_8346_cov_88.394042_6,P2009,Esch_coli_EC6563,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,7153,Cluster 12482
P2009_Esch_coli_EC6563_NODE_139_length_8346_cov_88.394042_7,P2009,Esch_coli_EC6563,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,6057,Cluster 11055
P2009_Esch_coli_EC6563_NODE_14_length_37836_cov_101.776793_32,P2009,Esch_coli_EC6563,gb|ACN32294.1|ARO:3000237|TolC,mobile,11481,Cluster 4754
P2009_Esch_coli_EC6563_NODE_153_length_7577_cov_106.105025_3,P2009,Esch_coli_EC6563,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,7576,Cluster 9704
P2009_Esch_coli_EC6563_NODE_153_length_7577_cov_106.105025_4,P2009,Esch_coli_EC6563,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,7576,Cluster 2908
P2009_Esch_coli_EC6563_NODE_153_length_7577_cov_106.105025_5,P2009,Esch_coli_EC6563,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,6871,Cluster 5118
P2009_Esch_coli_EC6563_NODE_17_length_33117_cov_88.290636_12,P2009,Esch_coli_EC6563,gb|AAC75314.1|ARO:3003578|PmrF,mobile,10968,Cluster 10235
P2009_Esch_coli_EC6563_NODE_20_length_32266_cov_79.747602_18,P2009,Esch_coli_EC6563,gb|AAC75429.1|ARO:3000833|evgS,non-mobile,13593,Cluster 0
P2009_Esch_coli_EC6563_NODE_20_length_32266_cov_79.747602_19,P2009,Esch_coli_EC6563,gb|BAB36671.1|ARO:3000832|evgA,non-mobile,10614,Cluster 14263
P2009_Esch_coli_EC6563_NODE_20_length_32266_cov_79.747602_20,P2009,Esch_coli_EC6563,gb|BAA11236.1|ARO:3000206|emrK,non-mobile,11163,Cluster 8588
P2009_Esch_coli_EC6563_NODE_20_length_32266_cov_79.747602_21,P2009,Esch_coli_EC6563,gb|BAA11237.1|ARO:3000254|emrY,mobile,11087,Cluster 4482
P2009_Esch_coli_EC6563_NODE_204_length_5345_cov_91.266163_6,P2009,Esch_coli_EC6563,gb|AAC75731.1|ARO:3000516|emrR,non-mobile,5344,Cluster 15398
P2009_Esch_coli_EC6563_NODE_208_length_5298_cov_88.986649_1,P2009,Esch_coli_EC6563,gb|BAA16547.1|ARO:3000027|emrA,non-mobile,5067,Cluster 7750
P2009_Esch_coli_EC6563_NODE_208_length_5298_cov_88.986649_2,P2009,Esch_coli_EC6563,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,5297,Cluster 4501
P2009_Esch_coli_EC6563_NODE_241_length_3862_cov_56.728132_6,P2009,Esch_coli_EC6563,gb|BAA15221.2|ARO:3000263|marA,not known,3861,Cluster 18691
P2009_Esch_coli_EC6563_NODE_27_length_30960_cov_76.328102_17,P2009,Esch_coli_EC6563,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,11226,Cluster 6256
P2009_Esch_coli_EC6563_NODE_27_length_30960_cov_76.328102_5,P2009,Esch_coli_EC6563,gb|AAC74149.2|ARO:3001216|mdtH,mobile,9227,Cluster 6528
P2009_Esch_coli_EC6563_NODE_29_length_29595_cov_112.470887_17,P2009,Esch_coli_EC6563,gb|WP_063610930.1|ARO:3006876|EC-15,mobile,11166,Cluster 8131
P2009_Esch_coli_EC6563_NODE_306_length_2578_cov_37.070155_2,P2009,Esch_coli_EC6563,gb|CAA77936.1|ARO:3004039|Ecol_emrE,mobile,2577,Cluster 20011
P2009_Esch_coli_EC6563_NODE_308_length_2533_cov_66.169895_3,P2009,Esch_coli_EC6563,gb|BAB38260.1|ARO:3000830|cpxA,mobile,2532,Cluster 31023
P2009_Esch_coli_EC6563_NODE_318_length_2370_cov_54.000432_1,P2009,Esch_coli_EC6563,gb|BAB38260.1|ARO:3000830|cpxA,not known,2369,Cluster 10212
P2009_Esch_coli_EC6563_NODE_35_length_27057_cov_94.011258_11,P2009,Esch_coli_EC6563,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,13113,Cluster 1341
P2009_Esch_coli_EC6563_NODE_46_length_22663_cov_85.616154_11,P2009,Esch_coli_EC6563,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3328
P2009_Esch_coli_EC6563_NODE_54_length_19853_cov_106.590413_16,P2009,Esch_coli_EC6563,gb|AAC76296.1|ARO:3000656|AcrS,mobile,10343,Cluster 13489
P2009_Esch_coli_EC6563_NODE_54_length_19853_cov_106.590413_17,P2009,Esch_coli_EC6563,gb|AAC76297.1|ARO:3000499|AcrE,mobile,9282,Cluster 8672
P2009_Esch_coli_EC6563_NODE_54_length_19853_cov_106.590413_18,P2009,Esch_coli_EC6563,gb|AAC76298.1|ARO:3000502|AcrF,mobile,8113,Cluster 1741
P2009_Esch_coli_EC6563_NODE_62_length_17860_cov_74.934625_9,P2009,Esch_coli_EC6563,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,11232,Cluster 6838
P2009_Esch_coli_EC6563_NODE_68_length_16670_cov_93.517183_5,P2009,Esch_coli_EC6563,gb|AAC77293.1|ARO:3001214|mdtM,mobile,9792,Cluster 6839
P2009_Esch_coli_EC6563_NODE_686_length_535_cov_3.185417_1,P2009,Esch_coli_EC6563,gb|AAC75089.1|ARO:3003577|ugd,not known,534,Cluster 15380
P2009_Esch_coli_EC6563_NODE_773_length_387_cov_12.554217_1,P2009,Esch_coli_EC6563,gb|BAA16547.1|ARO:3000027|emrA,not known,386,Cluster 18801
P2009_Esch_coli_EC6563_NODE_79_length_15391_cov_93.698813_3,P2009,Esch_coli_EC6563,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,7946,Cluster 12680
P2009_Esch_coli_EC6563_NODE_79_length_15391_cov_93.698813_4,P2009,Esch_coli_EC6563,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,9346,Cluster 5493
P2009_Esch_coli_EC6563_NODE_79_length_15391_cov_93.698813_6,P2009,Esch_coli_EC6563,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,13077,Cluster 2069
P2009_Esch_coli_EC6563_NODE_79_length_15391_cov_93.698813_7,P2009,Esch_coli_EC6563,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,11553,Cluster 793
P2009_Esch_coli_EC6563_NODE_79_length_15391_cov_93.698813_8,P2009,Esch_coli_EC6563,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,8431,Cluster 5903
P2009_Esch_coli_EC6563_NODE_82_length_14997_cov_100.311538_14,P2009,Esch_coli_EC6563,gb|AAC76093.1|ARO:3002986|bacA,mobile,6551,Cluster 11544
P2009_Esch_coli_EC6563_NODE_87_length_14515_cov_102.103734_6,P2009,Esch_coli_EC6563,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,11981,Cluster 318
P2009_Esch_coli_EC6563_NODE_87_length_14515_cov_102.103734_7,P2009,Esch_coli_EC6563,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7581
P2009_Esch_coli_EC6563_NODE_88_length_14321_cov_105.966984_5,P2009,Esch_coli_EC6563,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,11643,Cluster 3749
P2009_Esch_coli_EC6563_NODE_900_length_272_cov_10.552995_1,P2009,Esch_coli_EC6563,gb|BAA16547.1|ARO:3000027|emrA,not known,271,Cluster 31291
P2009_Esch_coli_EC6563_NODE_938_length_255_cov_1.155000_1,P2009,Esch_coli_EC6563,gb|BAA16547.1|ARO:3000027|emrA,not known,254,Cluster 25689
P2009_Esch_coli_EC6563_NODE_941_length_254_cov_1.648241_1,P2009,Esch_coli_EC6563,gb|BAB38260.1|ARO:3000830|cpxA,not known,253,Cluster 25690
P2009_Esch_coli_EC6563_NODE_949_length_251_cov_3.428571_1,P2009,Esch_coli_EC6563,gb|AAC75089.1|ARO:3003577|ugd,not known,250,Cluster 8145
P2009_Esch_coli_EC6563_NODE_971_length_239_cov_3.543478_1,P2009,Esch_coli_EC6563,gb|CAA77936.1|ARO:3004039|Ecol_emrE,not known,238,Cluster 30873
P2009_Esch_coli_JL05_NODE_104_length_13079_cov_47.055052_7,P2009,Esch_coli_JL05,gb|AAC75731.1|ARO:3000516|emrR,non-mobile,10530,Cluster 15398
P2009_Esch_coli_JL05_NODE_104_length_13079_cov_47.055052_8,P2009,Esch_coli_JL05,gb|BAA16547.1|ARO:3000027|emrA,non-mobile,11172,Cluster 8017
P2009_Esch_coli_JL05_NODE_104_length_13079_cov_47.055052_9,P2009,Esch_coli_JL05,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,10210,Cluster 4502
P2009_Esch_coli_JL05_NODE_117_length_11264_cov_66.656080_4,P2009,Esch_coli_JL05,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,8489,Cluster 5641
P2009_Esch_coli_JL05_NODE_121_length_10927_cov_55.011130_4,P2009,Esch_coli_JL05,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,9066,Cluster 3963
P2009_Esch_coli_JL05_NODE_14_length_36746_cov_42.163037_13,P2009,Esch_coli_JL05,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3333
P2009_Esch_coli_JL05_NODE_152_length_8780_cov_8.826246_6,P2009,Esch_coli_JL05,gb|BAA15221.2|ARO:3000263|marA,non-mobile,8779,Cluster 18693
P2009_Esch_coli_JL05_NODE_186_length_7380_cov_30.293242_2,P2009,Esch_coli_JL05,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,6420,Cluster 9710
P2009_Esch_coli_JL05_NODE_186_length_7380_cov_30.293242_3,P2009,Esch_coli_JL05,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,7379,Cluster 2778
P2009_Esch_coli_JL05_NODE_186_length_7380_cov_30.293242_4,P2009,Esch_coli_JL05,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,7379,Cluster 5128
P2009_Esch_coli_JL05_NODE_192_length_6841_cov_22.064839_3,P2009,Esch_coli_JL05,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,6840,Cluster 8684
P2009_Esch_coli_JL05_NODE_192_length_6841_cov_22.064839_4,P2009,Esch_coli_JL05,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,6840,Cluster 958
P2009_Esch_coli_JL05_NODE_192_length_6841_cov_22.064839_6,P2009,Esch_coli_JL05,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,5923,Cluster 12396
P2009_Esch_coli_JL05_NODE_21_length_28240_cov_41.460032_10,P2009,Esch_coli_JL05,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,13149,Cluster 324
P2009_Esch_coli_JL05_NODE_21_length_28240_cov_41.460032_11,P2009,Esch_coli_JL05,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7583
P2009_Esch_coli_JL05_NODE_215_length_5348_cov_23.281504_5,P2009,Esch_coli_JL05,gb|BAA11237.1|ARO:3000254|emrY,non-mobile,5347,Cluster 4249
P2009_Esch_coli_JL05_NODE_227_length_4888_cov_18.252224_1,P2009,Esch_coli_JL05,gb|BAA15934.1|ARO:3000829|baeS,not known,4887,Cluster 12691
P2009_Esch_coli_JL05_NODE_227_length_4888_cov_18.252224_2,P2009,Esch_coli_JL05,gb|BAA15935.1|ARO:3000828|baeR,not known,4887,Cluster 32286
P2009_Esch_coli_JL05_NODE_227_length_4888_cov_18.252224_3,P2009,Esch_coli_JL05,gb|BAA15935.1|ARO:3000828|baeR,not known,4887,Cluster 14822
P2009_Esch_coli_JL05_NODE_237_length_4473_cov_23.146899_1,P2009,Esch_coli_JL05,gb|BAB36671.1|ARO:3000832|evgA,not known,4472,Cluster 14264
P2009_Esch_coli_JL05_NODE_237_length_4473_cov_23.146899_2,P2009,Esch_coli_JL05,gb|AAC75429.1|ARO:3000833|evgS,not known,4472,Cluster 141
P2009_Esch_coli_JL05_NODE_239_length_4463_cov_20.615926_2,P2009,Esch_coli_JL05,gb|AAC75271.1|ARO:3003952|YojI,mobile,4462,Cluster 3703
P2009_Esch_coli_JL05_NODE_247_length_4208_cov_34.664339_1,P2009,Esch_coli_JL05,gb|AAC76298.1|ARO:3000502|AcrF,not known,4207,Cluster 2395
P2009_Esch_coli_JL05_NODE_247_length_4208_cov_34.664339_2,P2009,Esch_coli_JL05,gb|AAC76297.1|ARO:3000499|AcrE,not known,4207,Cluster 8674
P2009_Esch_coli_JL05_NODE_269_length_3682_cov_16.709126_6,P2009,Esch_coli_JL05,gb|AAC76298.1|ARO:3000502|AcrF,not known,3681,Cluster 19878
P2009_Esch_coli_JL05_NODE_275_length_3633_cov_54.983510_3,P2009,Esch_coli_JL05,gb|ABV18113.1|ARO:3001329|mdtG,not known,3632,Cluster 5846
P2009_Esch_coli_JL05_NODE_30_length_25476_cov_34.566107_2,P2009,Esch_coli_JL05,gb|AAC76296.1|ARO:3000656|AcrS,mobile,5761,Cluster 13494
P2009_Esch_coli_JL05_NODE_305_length_2920_cov_37.813613_3,P2009,Esch_coli_JL05,gb|AAC74149.2|ARO:3001216|mdtH,not known,2919,Cluster 7290
P2009_Esch_coli_JL05_NODE_320_length_2754_cov_16.424602_2,P2009,Esch_coli_JL05,gb|BAB35162.1|ARO:3000676|H-NS,not known,2753,Cluster 17810
P2009_Esch_coli_JL05_NODE_327_length_2679_cov_78.941692_1,P2009,Esch_coli_JL05,gb|AAC75137.1|ARO:3000794|mdtC,not known,2678,Cluster 14792
P2009_Esch_coli_JL05_NODE_327_length_2679_cov_78.941692_3,P2009,Esch_coli_JL05,gb|BAA15934.1|ARO:3000829|baeS,not known,2678,Cluster 13138
P2009_Esch_coli_JL05_NODE_332_length_2644_cov_75.187331_1,P2009,Esch_coli_JL05,gb|AAC75137.1|ARO:3000794|mdtC,not known,2643,Cluster 1847
P2009_Esch_coli_JL05_NODE_332_length_2644_cov_75.187331_2,P2009,Esch_coli_JL05,gb|AAC75136.1|ARO:3000793|mdtB,not known,2643,Cluster 2462
P2009_Esch_coli_JL05_NODE_351_length_2422_cov_15.454161_1,P2009,Esch_coli_JL05,gb|AAC73788.1|ARO:3003841|kdpE,not known,2421,Cluster 12877
P2009_Esch_coli_JL05_NODE_394_length_1897_cov_23.241585_1,P2009,Esch_coli_JL05,gb|BAA11237.1|ARO:3000254|emrY,not known,1896,Cluster 4249
P2009_Esch_coli_JL05_NODE_394_length_1897_cov_23.241585_2,P2009,Esch_coli_JL05,gb|BAA11236.1|ARO:3000206|emrK,not known,1896,Cluster 8594
P2009_Esch_coli_JL05_NODE_470_length_1295_cov_13.166935_2,P2009,Esch_coli_JL05,gb|BAE77778.1|ARO:3000508|gadX,not known,1294,Cluster 11159
P2009_Esch_coli_JL05_NODE_524_length_1088_cov_9.377541_1,P2009,Esch_coli_JL05,gb|AAC76093.1|ARO:3002986|bacA,not known,1087,Cluster 11443
P2009_Esch_coli_JL05_NODE_560_length_958_cov_11.221484_1,P2009,Esch_coli_JL05,gb|AAC75136.1|ARO:3000793|mdtB,not known,957,Cluster 15335
P2009_Esch_coli_JL05_NODE_560_length_958_cov_11.221484_2,P2009,Esch_coli_JL05,gb|AAC75135.2|ARO:3000792|mdtA,not known,957,Cluster 17933
P2009_Esch_coli_JL05_NODE_567_length_930_cov_18.676571_1,P2009,Esch_coli_JL05,gb|AAC75135.2|ARO:3000792|mdtA,not known,929,Cluster 5904
P2009_Esch_coli_JL05_NODE_57_length_17724_cov_41.660535_2,P2009,Esch_coli_JL05,gb|AAC75314.1|ARO:3003578|PmrF,non-mobile,7285,Cluster 10237
P2009_Esch_coli_JL05_NODE_67_length_16494_cov_47.505992_2,P2009,Esch_coli_JL05,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,6513,Cluster 13949
P2009_Esch_coli_JL05_NODE_769_length_507_cov_30.035398_1,P2009,Esch_coli_JL05,gb|WP_063860233.1|ARO:3006875|EC-14,not known,506,Cluster 15988
P2009_Esch_coli_JL05_NODE_77_length_15597_cov_35.464869_7,P2009,Esch_coli_JL05,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,11232,Cluster 6861
P2009_Esch_coli_JL05_NODE_80_length_15054_cov_26.450030_1,P2009,Esch_coli_JL05,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,8487,Cluster 1342
